month,lat,tas
1,-90.0,-27.704314019944974
1,-89.05759162303664,-27.768067095014704
1,-88.1151832460733,-27.135497358110413
1,-87.17277486910994,-25.615550888909343
1,-86.2303664921466,-23.82954862382677
1,-85.28795811518324,-21.64064900080354
1,-84.3455497382199,-19.894896136389843
1,-83.40314136125654,-19.12831317053916
1,-82.46073298429319,-18.515116320716025
1,-81.51832460732984,-18.33519411087029
1,-80.57591623036649,-18.27470678753331
1,-79.63350785340315,-18.296475251515787
1,-78.69109947643979,-18.3583153088888
1,-77.74869109947645,-18.21357472737622
1,-76.80628272251309,-17.56892463896018
1,-75.86387434554973,-16.56237771775995
1,-74.92146596858639,-15.37447330686786
1,-73.97905759162303,-14.435030725267126
1,-73.03664921465969,-13.096000565422868
1,-72.09424083769633,-11.400104469723097
1,-71.15183246073298,-9.54163116878934
1,-70.20942408376963,-7.94982073042132
1,-69.26701570680629,-6.508100085788304
1,-68.32460732984293,-4.786601543426499
1,-67.38219895287958,-2.8359177907307838
1,-66.43979057591623,-1.1443849139743385
1,-65.49738219895288,-0.10554811689588789
1,-64.55497382198953,0.5153334935506162
1,-63.61256544502618,0.9808641009860508
1,-62.67015706806283,1.3989850150214262
1,-61.72774869109948,1.775419447157118
1,-60.78534031413612,2.1663741005791612
1,-59.84293193717278,2.5868114895290644
1,-58.90052356020942,3.0285450617472334
1,-57.95811518324607,3.496053801642539
1,-57.01570680628272,3.9838799370659745
1,-56.07329842931937,4.497374322679314
1,-55.13089005235602,4.995994673834898
1,-54.18848167539267,5.513433244493256
1,-53.24607329842932,6.05377546946209
1,-52.303664921465966,6.670404964023186
1,-51.361256544502616,7.27335463629825
1,-50.41884816753927,7.88186507754854
1,-49.47643979057592,8.517682605319502
1,-48.53403141361257,9.199100282457163
1,-47.59162303664922,9.870171017116945
1,-46.64921465968587,10.543846024407337
1,-45.70680628272251,11.229138480292503
1,-44.76439790575916,11.94772794511579
1,-43.82198952879581,12.662396536932976
1,-42.87958115183246,13.355832735697454
1,-41.93717277486911,14.04769706726071
1,-40.99476439790576,14.803222444322477
1,-40.05235602094241,15.600706842210496
1,-39.109947643979055,16.35179795159224
1,-38.167539267015705,17.099445766872858
1,-37.225130890052355,17.807236141628593
1,-36.282722513089006,18.5440990659925
1,-35.340314136125656,19.188537597656364
1,-34.397905759162306,19.812711079915513
1,-33.455497382198956,20.422953075832748
1,-32.5130890052356,21.021743880377976
1,-31.57068062827225,21.59240288204614
1,-30.6282722513089,22.16929880777976
1,-29.68586387434555,22.653392367892682
1,-28.7434554973822,23.106151686774258
1,-27.80104712041885,23.510708596971302
1,-26.8586387434555,23.850793732537294
1,-25.916230366492144,24.203108151753714
1,-24.9738219895288,24.532999886406735
1,-24.031413612565444,24.82493485344774
1,-23.0890052356021,25.00947040981721
1,-22.146596858638745,25.17570813496899
1,-21.204188481675388,25.29310056898321
1,-20.261780104712045,25.357330958048625
1,-19.31937172774869,25.42847315470381
1,-18.376963350785346,25.500286844041483
1,-17.43455497382199,25.699146800570936
1,-16.492146596858646,25.909747229682015
1,-15.54973821989529,26.06694338056785
1,-14.607329842931932,26.11301273769797
1,-13.66492146596859,26.262607574463036
1,-12.722513089005233,26.41314760843898
1,-11.78010471204189,26.604964574178105
1,-10.837696335078533,26.761176109313976
1,-9.89528795811519,26.916749318440914
1,-8.952879581151834,27.045409520467043
1,-8.010471204188477,27.168800036112362
1,-7.068062827225134,27.268087916904037
1,-6.125654450261777,27.331444528367854
1,-5.1832460732984345,27.392745971679627
1,-4.240837696335078,27.38806809319398
1,-3.298429319371735,27.344246652391057
1,-2.356020942408378,27.375736766391245
1,-1.4136125654450211,27.364886495802256
1,-0.47120418848167844,27.348047362433444
1,0.47120418848167844,27.352577209472532
1,1.4136125654450211,27.401870197720125
1,2.356020942408378,27.486851056416747
1,3.2984293193717207,27.532664087083443
1,4.240837696335078,27.506944444444542
1,5.1832460732984345,27.408378283182728
1,6.125654450261777,27.268294546339323
1,7.068062827225134,27.052426338195804
1,8.010471204188477,26.892528745863068
1,8.952879581151834,26.640367719862073
1,9.895287958115176,26.309676170349174
1,10.837696335078533,26.019722832573787
1,11.78010471204189,25.694012006123874
1,12.722513089005233,25.362242698669306
1,13.66492146596859,24.972982936435404
1,14.607329842931932,24.502870029873264
1,15.54973821989529,24.06635591718893
1,16.492146596858632,23.687517378065262
1,17.43455497382199,23.27442836761471
1,18.376963350785346,22.846651713053276
1,19.31937172774869,22.343284606933622
1,20.261780104712045,21.910023265414893
1,21.204188481675388,21.46259742312954
1,22.146596858638745,20.915721469455235
1,23.089005235602087,20.334902763366756
1,24.031413612565444,19.74133502112487
1,24.9738219895288,19.12781969706211
1,25.916230366492144,18.44708877139623
1,26.8586387434555,17.52950265672482
1,27.801047120418843,16.379538218180347
1,28.7434554973822,15.210397190517769
1,29.685863874345543,14.125014305114675
1,30.6282722513089,13.180888387891883
1,31.570680628272257,12.336218304104237
1,32.5130890052356,11.38368071450133
1,33.455497382198956,10.341566562652572
1,34.3979057591623,9.261008156670536
1,35.340314136125656,8.334739049275761
1,36.282722513089,7.65804778205021
1,37.225130890052355,7.002044465806712
1,38.16753926701571,6.031101968553339
1,39.10994764397907,5.089658313327332
1,40.0523560209424,3.9877451790703544
1,40.994764397905755,2.9959856669108285
1,41.93717277486911,1.8689545525444817
1,42.87958115183247,1.0163513819376633
1,43.8219895287958,0.18005084991454884
1,44.764397905759154,-0.9163809352450867
1,45.70680628272251,-2.1654527982076157
1,46.64921465968587,-3.2118947770860617
1,47.591623036649224,-4.117316351996518
1,48.53403141361255,-5.029620594448527
1,49.47643979057591,-5.659041351742184
1,50.41884816753927,-6.30269797643025
1,51.36125654450262,-6.81983084148828
1,52.30366492146598,-7.231748369005025
1,53.24607329842931,-7.588842603895419
1,54.188481675392666,-7.880962954627118
1,55.13089005235602,-8.047847588857
1,56.07329842931938,-8.404619746738009
1,57.01570680628271,-8.773570113711903
1,57.958115183246065,-9.221104198032
1,58.90052356020942,-9.89804633458456
1,59.84293193717278,-11.037136236826498
1,60.785340314136135,-12.45826133092249
1,61.727748691099464,-13.77230866750082
1,62.67015706806282,-14.784055021074046
1,63.61256544502618,-15.737850136226992
1,64.55497382198953,-16.899246904585016
1,65.49738219895289,-17.981641663445433
1,66.43979057591622,-18.915810320112467
1,67.38219895287958,-19.571206410725846
1,68.32460732984293,-19.822735733456028
1,69.26701570680629,-19.874679035610612
1,70.20942408376962,-19.707507345411628
1,71.15183246073298,-19.625859684414355
1,72.09424083769633,-20.046772003173704
1,73.03664921465969,-20.30775992075597
1,73.97905759162305,-20.496396541595345
1,74.92146596858638,-21.053814040289907
1,75.86387434554973,-21.55896891487977
1,76.80628272251309,-22.118744426303536
1,77.74869109947645,-22.861409081352964
1,78.6910994764398,-23.60073026021337
1,79.63350785340313,-23.95017491446614
1,80.57591623036649,-24.347563849555197
1,81.51832460732984,-24.725223064422504
1,82.4607329842932,-25.159365601009796
1,83.40314136125653,-25.352825747595777
1,84.34554973821989,-25.526125219133228
1,85.28795811518324,-25.895418696933223
1,86.2303664921466,-26.25061840481226
1,87.17277486910996,-26.455529795752653
1,88.11518324607329,-26.719234996371913
1,89.05759162303664,-26.993888325161326
1,90.0,-27.093619187672953
2,-90.0,-37.39316129684452
2,-89.05759162303664,-37.334732002682024
2,-88.1151832460733,-36.465481970045566
2,-87.17277486910994,-34.52928935156939
2,-86.2303664921466,-32.417367617289216
2,-85.28795811518324,-29.68224700291941
2,-84.3455497382199,-27.601616912417963
2,-83.40314136125654,-26.652365684509483
2,-82.46073298429319,-26.00730408562556
2,-81.51832460732984,-25.8425958421494
2,-80.57591623036649,-25.925763554043332
2,-79.63350785340315,-25.88517517513711
2,-78.69109947643979,-25.622777620951393
2,-77.74869109947645,-24.74231264326296
2,-76.80628272251309,-23.48816659715451
2,-75.86387434554973,-21.958561367458845
2,-74.92146596858639,-20.341961171892024
2,-73.97905759162303,-18.95472494761139
2,-73.03664921465969,-17.154722107781268
2,-72.09424083769633,-14.93849722544344
2,-71.15183246073298,-12.553054703606511
2,-70.20942408376963,-10.388187037573973
2,-69.26701570680629,-8.440763261583124
2,-68.32460732984293,-6.102558400895833
2,-67.38219895287958,-3.7733937899271535
2,-66.43979057591623,-1.6483812332153347
2,-65.49738219895288,-0.1927049424913201
2,-64.55497382198953,0.6602593527899816
2,-63.61256544502618,1.2446584701538026
2,-62.67015706806283,1.6997465557522193
2,-61.72774869109948,2.088101387023926
2,-60.78534031413612,2.4905715518527662
2,-59.84293193717278,2.9162456724378605
2,-58.90052356020942,3.353681776258682
2,-57.95811518324607,3.81324842241077
2,-57.01570680628272,4.290447870890307
2,-56.07329842931937,4.792483647664397
2,-55.13089005235602,5.280371559990767
2,-54.18848167539267,5.797021441989464
2,-53.24607329842932,6.342887348598922
2,-52.303664921465966,6.965420193142383
2,-51.361256544502616,7.572520256042452
2,-50.41884816753927,8.191014077928328
2,-49.47643979057592,8.83901860978862
2,-48.53403141361257,9.543204519483803
2,-47.59162303664922,10.252831141153937
2,-46.64921465968587,10.959910392761293
2,-45.70680628272251,11.676346566942081
2,-44.76439790575916,12.425116221109983
2,-43.82198952879581,13.165611373053583
2,-42.87958115183246,13.869518068101684
2,-41.93717277486911,14.569360521104558
2,-40.99476439790576,15.351649284362887
2,-40.05235602094241,16.147545602586472
2,-39.109947643979055,16.890092743767525
2,-38.167539267015705,17.634419971042245
2,-37.225130890052355,18.364930576748215
2,-36.282722513089006,19.129566510518327
2,-35.340314136125656,19.796946843465275
2,-34.397905759162306,20.429939164055874
2,-33.455497382198956,21.0385213428073
2,-32.5130890052356,21.633898946974128
2,-31.57068062827225,22.196749051411878
2,-30.6282722513089,22.76013766394706
2,-29.68586387434555,23.219583193460966
2,-28.7434554973822,23.66847207811134
2,-27.80104712041885,24.07476817237007
2,-26.8586387434555,24.42340268029118
2,-25.916230366492144,24.774255964491097
2,-24.9738219895288,25.122740851508155
2,-24.031413612565444,25.43872314029261
2,-23.0890052356021,25.639869372050022
2,-22.146596858638745,25.830772929721327
2,-21.204188481675388,25.941799481709715
2,-20.261780104712045,25.99629720052096
2,-19.31937172774869,26.055915726555742
2,-18.376963350785346,26.122525003221153
2,-17.43455497382199,26.296812375386484
2,-16.492146596858646,26.474132961696974
2,-15.54973821989529,26.613973935445216
2,-14.607329842931932,26.631132655673493
2,-13.66492146596859,26.7813429302641
2,-12.722513089005233,26.918842951456558
2,-11.78010471204189,27.12587070465093
2,-10.837696335078533,27.257711198594848
2,-9.89528795811519,27.39114411671971
2,-8.952879581151834,27.460175302293475
2,-8.010471204188477,27.507109853956308
2,-7.068062827225134,27.545703040228958
2,-6.125654450261777,27.56649356418192
2,-5.1832460732984345,27.58097796969938
2,-4.240837696335078,27.542669190300913
2,-3.298429319371735,27.489772266811656
2,-2.356020942408378,27.509589725070462
2,-1.4136125654450211,27.49295043945325
2,-0.47120418848167844,27.456773651970657
2,0.47120418848167844,27.433248731824975
2,1.4136125654450211,27.499618318345945
2,2.356020942408378,27.588205655415774
2,3.2984293193717207,27.591922654045785
2,4.240837696335078,27.496636390686138
2,5.1832460732984345,27.33250066969126
2,6.125654450261777,27.145409266154054
2,7.068062827225134,26.91989156934949
2,8.010471204188477,26.773321469624726
2,8.952879581151834,26.553339958190808
2,9.895287958115176,26.210077179802845
2,10.837696335078533,25.920890702141698
2,11.78010471204189,25.62023332383899
2,12.722513089005233,25.334874365064696
2,13.66492146596859,24.962198151482603
2,14.607329842931932,24.52897082434755
2,15.54973821989529,24.123283280266755
2,16.492146596858632,23.766899638705713
2,17.43455497382199,23.35806433359778
2,18.376963350785346,22.953792995876636
2,19.31937172774869,22.480400615268312
2,20.261780104712045,22.07320541805703
2,21.204188481675388,21.66476472218823
2,22.146596858638745,21.160673777262293
2,23.089005235602087,20.57685809665261
2,24.031413612565444,19.98877143859857
2,24.9738219895288,19.4219402737087
2,25.916230366492144,18.810786035325798
2,26.8586387434555,17.95491419898148
2,27.801047120418843,16.817777633667006
2,28.7434554973822,15.686264250013483
2,29.685863874345543,14.704490449693383
2,30.6282722513089,13.828150325351196
2,31.570680628272257,13.055504163106242
2,32.5130890052356,12.118559519449935
2,33.455497382198956,11.0132001241048
2,34.3979057591623,9.985347006056118
2,35.340314136125656,9.09846411810986
2,36.282722513089,8.514870378706158
2,37.225130890052355,8.036351892683204
2,38.16753926701571,7.220687813229041
2,39.10994764397907,6.555159144931328
2,40.0523560209424,5.758253309461785
2,40.994764397905755,4.840222040812205
2,41.93717277486911,3.76127349005804
2,42.87958115183247,2.8433514700995572
2,43.8219895287958,2.1223471959431848
2,44.764397905759154,1.2603327433268188
2,45.70680628272251,0.20767407947116545
2,46.64921465968587,-0.7540847990247994
2,47.591623036649224,-1.5749375025431245
2,48.53403141361255,-2.353023687998459
2,49.47643979057591,-2.956538359324121
2,50.41884816753927,-3.5123496585422047
2,51.36125654450262,-4.0391349262661205
2,52.30366492146598,-4.437050130632206
2,53.24607329842931,-4.870842191908106
